id,shortTitle,longTitle,keywords,shortDescription,longDescription,thumbnail,validFrom,validTo,status,url,tags,eventDate,location,actionDate,process,googleMapsUrl
988,Transform Digital Art into Custom RTFKT x Nike Sneakers,Transform Digital Art into Custom RTFKT x Nike Sneakers,Transform Digital Art into Custom RTFKT x Nike Sneakers,Experience the magic of turning digital CRYPTOKICKS into bespoke physical sneakers.,"Dive into the innovative world of RTFKT x Nike Dunk Genesis CRYPTOKICKS, where digital art transcends the virtual realm during special Forging events. This unique process allows you to transform eligible digital assets into custom-made physical sneakers, offering a tangible connection to your online collection. Each Forging event opens a limited window to redeem your digital collectibles for physical counterparts, meticulously crafted to reflect your personal style and the distinctiveness of the digital original. Prepare to bridge your digital and physical worlds by participating in these exclusive Forging opportunities.",https://assets-global.website-files.com/6482cd6768bc365499608b3a/64bded131b90be3b5ffb4ef5_nike-cryptokicks-nft-zapatillas-virtuales-728.jpg,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
989,Bring Your Clone X to Life with Exclusive Physical Merchandise,Bring Your Clone X to Life with Exclusive Physical Merchandise,Be part of RTFKT's forging events for IRL Merch,Materialize your digital Clone into real-world collectibles.,"The Clone X collection offers a unique opportunity to forge your digital presence into tangible reality. Through special Forging events, like the RTFKT x Nike Dunk Ghost Edition, you can transform your digital Clone into exclusive physical merchandise, mirroring your online persona in the real world. This bridge between digital art and physical collectibles not only enhances your connection with your Clone but also enriches your personal collection with items that carry significant meaning and identity.",https://assets-global.website-files.com/6482cd6768bc365499608b3a/64bded1379e0f267cc533c11_FQ---jzVkAAm1W9.jpg,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
990,Win Premium Vinyl Toys with SUPERPLASTIC: Cryptojankyz Quests,Win Premium Vinyl Toys with SUPERPLASTIC: Cryptojankyz Quests,Get the opportunity for exclusive Vinyl Toys,Achieve quest objectives to add exclusive SUPERPLASTIC toys to your collection.,"With SUPERPLASTIC: Cryptojankyz, the adventure doesn't end online. Participate in specially designed quests within the SUPERPLASTIC Discord community and stand a chance to win exclusive Vinyl toys and collectibles. These quests, tailored specifically for Cryptojankyz NFT holders, offer a unique opportunity to bridge the gap between digital engagement and physical collectibles. Each challenge you conquer not only brings satisfaction but also the potential to expand your tangible collection with SUPERPLASTIC's renowned designer toys. This initiative reflects SUPERPLASTIC's commitment to rewarding its community's passion and participation with collectibles that embody art, creativity, and the essence of pop culture.",https://bannersbrands.s3.eu-west-1.amazonaws.com/989_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
991,Transform Digital Quests into Physical SUPERPLASTIC Collectibles with Headtripz,Transform Digital Quests into Physical SUPERPLASTIC Collectibles with Headtripz,Achieve goals to earn exclusive Vinyl toys,Achieve objectives to earn exclusive Vinyl toys and more.,"The SUPERPLASTIC: Headtripz collection elevates the concept of digital engagement by offering physical rewards for completing online quests. As a Headtripz NFT holder, you're invited to navigate through thoughtfully designed challenges within the SUPERPLASTIC Discord community, with each achievement bringing you closer to owning coveted SUPERPLASTIC merchandise. From premium Vinyl figures to exclusive collectibles, your digital endeavors translate into tangible assets, adding a physical dimension to your digital participation. Engage with the Headtripz quests and let your victories manifest in both the virtual and real world, enriching your SUPERPLASTIC journey.",https://bannersbrands.s3.eu-west-1.amazonaws.com/990_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
992,Transform Your SUPERPLASTIC Journey with Headtripz Pillz Quests,Transform Your SUPERPLASTIC Journey with Headtripz Pillz Quests,Win premium Vinyl toys on Discord,Complete quests to win premium Vinyl toys and enhance your collection.,"The SUPERPLASTIC: Headtripz Pillz collection offers a unique opportunity to bridge the digital and physical worlds of collectible culture. Through participating in thoughtfully designed quests within the SUPERPLASTIC Discord community, you stand a chance to win exclusive Vinyl toys and collectibles. Each challenge you undertake not only brings excitement and engagement but also the potential to expand your collection with physical prizes that embody the essence of SUPERPLASTIC's designer artistry. Embrace the adventure, compete in community competitions, and let your victories in the digital realm enrich your physical collection with sought-after SUPERPLASTIC figures, marking your achievements with tangible rewards.",https://bannersbrands.s3.eu-west-1.amazonaws.com/991_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
993,Discover Chimpers Virtual Homes in the Metaverse,Discover Chimpers Virtual Homes in the Metaverse,Explore unique metaverse homes designed for Chimpers,Explore unique metaverse homes designed for Chimpers.,"Dive into the Chimpverse and explore the concept of virtual homes within the metaverse, meticulously designed as a sanctuary for your staunchly staked Chimpers. These digital dwellings offer a serene refuge and resting place, embodying the spirit of your Chimpers' adventures and growth. Open for anyone to visit, these homes are specially tailored for Chimpers owners, featuring unique integrations and exclusive features that enhance the ownership experience. As you navigate through these virtual spaces, you'll discover a world where digital companionship and architectural creativity converge, offering a unique way to interact with and showcase your Chimpers NFTs.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1011_Metaverse.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
994,Transform Your NFTs into Immersive Experiences with oncyber Labs,Transform Your NFTs into Immersive Experiences with oncyber Labs,Create unique Galleries on Oncyber with your owned Art,"Experience the magic of NFTs in a whole new dimension on oncyber.io. Turn your digital assets into breathtaking, immersive wonders within community-crafted 3D spaces.","Oncyber Labs offers a gateway to experiencing NFTs like never before, allowing users to transform their digital assets into immersive wonders on oncyber.io. This platform provides a seamless interface for exploring a myriad of continually evolving 3D spaces, each designed with the community's creativity and innovation in mind. Dive into these enchanting environments and see your NFTs come to life in detailed, expansive worlds that push the boundaries of digital art and virtual experiences. Embrace the future of digital assets and join a community that's redefining the possibilities of the metaverse with oncyber Labs.",https://bannersbrands.s3.eu-west-1.amazonaws.com/832_Metaverse.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
995,Dive into the oncyber Metaverse: Where NFTs Become Immersive Experiences,Dive into the oncyber Metaverse: Where NFTs Become Immersive Experiences,Craft Galleries in the Oncyber Universe to display your owned art,Unlock the enchantment of NFTs in the oncyber community on Ethereum. Transform your digital assets into immersive wonders within spaces crafted by a creative community on oncyber.io.,"The oncyber community on Ethereum presents an unparalleled opportunity to experience your NFTs in a mesmerizing new light. On oncyber.io, your digital assets are not just items to be viewed but worlds to be explored. This platform invites you to effortlessly convert your NFTs into immersive experiences, offering access to a wide array of 3D spaces that evolve continually, thanks to the creativity and innovation of the community. Discover the limitless potential of the metaverse as you navigate through these enchanting environments, each designed to bring your digital assets to life in the most engaging ways possible. Join the oncyber community today and step into the future of NFTs, where every visit reveals new wonders and every click opens the door to unimaginable adventures.",https://bannersbrands.s3.eu-west-1.amazonaws.com/833_Metaverse.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
996,Showcase Your NFTs in 3D with oncyber & Friends,Showcase Your NFTs in 3D with oncyber & Friends,Transform your Items to Digital Galleries in Oncyber,Transform your digital assets into stunning 3D exhibitions on oncyber.io. Holding an item from the oncyber & friends collection unlocks exclusive access to a personal exhibition space.,"The oncyber & friends collection offers a unique opportunity to elevate your digital assets into immersive 3D experiences. By holding an item from this collection, you gain access to your own exhibition space on oncyber.io, where you can creatively display your NFTs. This platform not only enhances the way your digital assets are viewed but also provides a new dimension for interaction and engagement with your audience. Whether you're showcasing art, collectibles, or any digital creation, oncyber empowers you to bring your vision to life in a captivating virtual environment. Dive into the metaverse with oncyber & friends, and start creating your personalized 3D exhibitions today at oncyber.io/create.",https://bannersbrands.s3.eu-west-1.amazonaws.com/834_Metaverse.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
997,"Explore the Future of Digital Spaces with Moonbirds Oddities in ""Highrise""","Explore the Future of Digital Spaces with Moonbirds Oddities in ""Highrise""",Secure exclusive access to PROOF's metaverse projects,"Secure exclusive access to PROOF's metaverse project, ""Highrise"".","Moonbirds Oddities holders are at the forefront of digital innovation with early access to ""Highrise,"" PROOF's anticipated metaverse project. This immersive digital space promises unparalleled community engagement and interactive experiences, accessible exclusively to Oddities owners. Embark on a journey into ""Highrise,"" where the boundaries of digital interaction and community building are redefined, offering a glimpse into the future of online spaces and the role of NFTs in shaping this new frontier.",https://bannersbrands.s3.eu-west-1.amazonaws.com/869_Metaverse.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
